Artist,Artist_Id,Track_Title,Track_Id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,eng_line_ratio,eng_word_ratio,avg_rank,months_on_chart,company,gender
WENDY,0FRUZvZNPzM3YJMABJxf2K,one summer,7EAkXA5TvfYOYE9EzE3mtc,0.422,0.518,10.0,-6.108,0.0,0.0859,0.768,0.0,0.358,0.563,140.817,239692.0,4.0,0.0294117647058823,0.0165289256198347,50.0,1,Unknown,Unknown
WENDY,0FRUZvZNPzM3YJMABJxf2K,봄인가 봐 Spring Love,6YOXdy9jShw66iOnBzQMKv,0.68,0.391,11.0,-6.906,1.0,0.0357,0.723,0.0,0.107,0.419,82.861,198750.0,4.0,0.0930232558139534,0.1111111111111111,32.0,4,Unknown,Unknown
Roy Kim,3ErHVJMsxTq2lLSmnONBm9,The Hardest Part,0iJhBjjOrLKG8RwmjWWSfF,0.4,0.274,5.0,-7.832,1.0,0.037,0.905,0.00111,0.0998,0.269,136.804,258323.0,4.0,0.0,0.0,28.571428571428573,7,Unknown,Unknown
Roy Kim,3ErHVJMsxTq2lLSmnONBm9,No Longer Mine,7CbwJ01mBsAnOCchKupPQL,0.583,0.299,11.0,-9.683,1.0,0.0286,0.877,5.33e-06,0.1,0.41,126.007,217017.0,4.0,0.2571428571428571,0.2388059701492537,50.0,2,Unknown,Unknown
Roy Kim,3ErHVJMsxTq2lLSmnONBm9,Only Then,7mFigNlS2dsKMhcmJyfpeg,0.42,0.314,6.0,-7.368,1.0,0.0324,0.798,2.2e-05,0.113,0.192,128.412,248836.0,4.0,0.0,0.0,30.384615384615383,13,Unknown,Unknown
Roy Kim,3ErHVJMsxTq2lLSmnONBm9,HEAVEN,4HN2lu14JqrBVT1OYinP8f,0.285,0.313,0.0,-6.918,1.0,0.0348,0.918,0.0,0.108,0.351,199.578,259788.0,3.0,0.392156862745098,0.46875,50.0,2,Unknown,Unknown
Roy Kim,3ErHVJMsxTq2lLSmnONBm9,Maybe I,7ngHMY8gzscgMPnqSgU7wA,0.551,0.535,8.0,-8.834,1.0,0.031,0.757,4.45e-05,0.213,0.268,81.987,210091.0,4.0,0.0,0.0,45.5,2,Unknown,Unknown
Roy Kim,3ErHVJMsxTq2lLSmnONBm9,Pinocchio,4rC67uMNRYf26jSfv0qYDP,0.453,0.369,2.0,-8.842,1.0,0.0278,0.776,4.47e-06,0.195,0.343,137.928,213327.0,4.0,0.0454545454545454,0.0344827586206896,44.333333333333336,3,Unknown,Unknown
Roy Kim,3ErHVJMsxTq2lLSmnONBm9,Seoul Here,7v5gYji47xRyF0FUgc5dl3,0.548,0.576,4.0,-6.14,1.0,0.0259,0.147,3.43e-05,0.104,0.166,98.893,264999.0,4.0,0.0,0.0,47.5,2,Unknown,Unknown
Roy Kim,3ErHVJMsxTq2lLSmnONBm9,October Rain,3tKlcfzfwezbSwCeMQZmXG,0.336,0.562,4.0,-4.95,1.0,0.0354,0.177,0.0,0.318,0.123,96.604,203718.0,4.0,0.4090909090909091,0.4285714285714285,35.75,4,Unknown,Unknown
Roy Kim,3ErHVJMsxTq2lLSmnONBm9,Don't Leave,00J08ueuOU6BPaRTTMxkJi,0.615,0.598,6.0,-5.291,1.0,0.0472,0.168,0.000153,0.169,0.254,135.896,222115.0,4.0,0.0222222222222222,0.0083333333333333,50.0,1,Unknown,Unknown
Kim Na Young,4dvmLXorXADxVq8EcySEWk,A Letter For You,4vfO4uu5VObHhGSrdV6TC5,0.63,0.209,7.0,-12.844,1.0,0.0386,0.884,0.0,0.108,0.167,68.025,217293.0,4.0,0.0,0.0,50.0,1,Unknown,Unknown
Kim Na Young,4dvmLXorXADxVq8EcySEWk,Goodbye list,0ixcqcuUo7w4f6JQJ0cdxt,0.408,0.457,2.0,-5.654,1.0,0.0383,0.763,0.0,0.102,0.192,69.677,263147.0,3.0,0.0,0.0,32.2,5,Cube,Female
Kim Na Young,4dvmLXorXADxVq8EcySEWk,I get a little bit lonely,7EEdaUBi91LeG4zBAXLr6u,0.526,0.515,5.0,-4.092,1.0,0.0326,0.882,0.0,0.116,0.306,133.429,214247.0,4.0,0.0,0.0,50.0,1,Cube,Female
Kim Na Young,4dvmLXorXADxVq8EcySEWk,To be honest,565JHnn5nCgQpXbPDOJvbb,0.481,0.561,6.0,-4.207,1.0,0.0459,0.699,0.0,0.108,0.289,131.883,200507.0,4.0,0.0,0.0,31.88888888888889,9,Cube,Female
Kim Na Young,4dvmLXorXADxVq8EcySEWk,Because I only see you,2Akf1x68EZPx7H8zGlBWtR,0.367,0.475,6.0,-4.783,1.0,0.0328,0.769,0.0,0.217,0.153,127.536,220353.0,4.0,0.0,0.0,50.0,1,Cube,Female
Kim Na Young,4dvmLXorXADxVq8EcySEWk,End of Love,0GGtPv93TIZiJFSCwr3Ee0,0.289,0.439,3.0,-7.033,1.0,0.0409,0.701,0.0,0.132,0.192,77.125,236809.0,4.0,0.0,0.0,50.0,1,Cube,Female
Kim Na Young,4dvmLXorXADxVq8EcySEWk,But I Must,1yMm3BzP7ySZuQ83oNB7bd,0.453,0.365,8.0,-6.525,1.0,0.0308,0.743,0.0,0.0836,0.196,133.197,242989.0,4.0,0.0,0.0,47.66666666666666,3,Cube,Female
Kim Na Young,4dvmLXorXADxVq8EcySEWk,No Blame (Prod. By Ha Dong Qn),5m6mLTcZrRrijzphvjmqGy,0.419,0.492,6.0,-5.605,1.0,0.0337,0.0625,1.36e-06,0.081,0.0882,72.012,278051.0,4.0,0.0,0.0,50.0,1,Cube,Female
Kim Na Young,4dvmLXorXADxVq8EcySEWk,Say Goodbye,4PVlgqnAacGP0ppxbgkvzZ,0.466,0.481,7.0,-4.142,1.0,0.0285,0.61,0.0,0.121,0.195,133.684,249244.0,4.0,0.0,0.0,50.0,2,Cube,Female
Kim Na Young,4dvmLXorXADxVq8EcySEWk,Once Again,1qsjEmjRzXVsmC0oLitHzN,0.527,0.809,5.0,-4.427,1.0,0.182,0.522,0.0,0.279,0.354,72.738,235727.0,4.0,0.2077922077922078,0.1552346570397112,28.6,5,Unknown,Unknown
Sohyang,2TCV57G47ttyy1JsVyucXg,Don't Forget Me,13XLM1PBWhwttZvUZNAm7T,0.377,0.346,2.0,-7.446,1.0,0.0311,0.725,2.09e-05,0.0913,0.182,129.803,288444.0,4.0,0.0,0.0,50.0,1,Unknown,Unknown
Park Boram,6tvrEIVX5eKJlipdzt11wi,Will Be Fine,2spEjInh6KG4aaN9i9JSCR,0.572,0.328,8.0,-5.866,1.0,0.0317,0.741,0.0,0.0961,0.324,129.511,231038.0,4.0,0.0,0.0,50.0,3,Unknown,Unknown
Park Boram,6tvrEIVX5eKJlipdzt11wi,"Please say something, even though it is a lie",3w1OiIgombILLvuVo8HRAm,0.507,0.458,7.0,-5.768,1.0,0.0295,0.763,0.0,0.118,0.201,131.703,213707.0,4.0,0.0,0.0,50.0,2,Unknown,Unknown
Park Boram,6tvrEIVX5eKJlipdzt11wi,"Hyehwadong(or Sangmundong) [From ""Reply 1988 (Original Television Soundtrack), P.t 4""]",0OPtu3k4727xyRXVV5Yf6d,0.664,0.27,10.0,-8.728,1.0,0.0262,0.811,0.0,0.217,0.38,96.99,264000.0,4.0,0.0,0.0,23.0,4,Unknown,Unknown
Park Boram,6tvrEIVX5eKJlipdzt11wi,Sorry,71ND80vxcFkv26Ho4aQYBe,0.446,0.476,8.0,-5.623,1.0,0.0381,0.852,0.0,0.11,0.329,143.74,211854.0,4.0,0.0,0.0,50.0,1,Unknown,Unknown
Park Boram,6tvrEIVX5eKJlipdzt11wi,CELEPRETTY,290eLUQKKe92eliganzJCz,0.693,0.955,11.0,-1.476,1.0,0.0474,0.445,3.05e-06,0.0641,0.956,138.974,190776.0,4.0,0.0517241379310344,0.0843373493975903,31.75,4,Unknown,Unknown
Eddy Kim,1sVSMPPNMMSZ7cQNfbvMOe,You are so beautiful,2nJDePK69THatYkjkjQFE8,0.491,0.554,0.0,-5.65,1.0,0.143,0.717,0.0,0.113,0.518,151.736,195334.0,3.0,0.0181818181818181,0.0064102564102564,36.285714285714285,7,Unknown,Unknown
KIMSEJEONG,1lFLniFTaPjYCtQZvDXpqu,Whale,4UnBxdw1l3J31WBsgmHezz,0.676,0.747,7.0,-3.178,1.0,0.0296,0.0243,0.0,0.18,0.457,116.021,199360.0,4.0,0.3617021276595745,0.3786407766990291,50.0,1,Unknown,Unknown
KIMSEJEONG,1lFLniFTaPjYCtQZvDXpqu,All of My Days,2RBuzNyLuV1jXU8qi84Hiy,0.495,0.388,4.0,-5.236,1.0,0.0424,0.879,0.0,0.309,0.399,69.694,238893.0,4.0,0.0,0.0,50.0,2,Jellyfish,Female
KIMSEJEONG,1lFLniFTaPjYCtQZvDXpqu,Flower Way (Prod. By ZICO),1dOD5F2hX5TBtKdQlEseR7,0.433,0.282,1.0,-9.59,1.0,0.0412,0.831,0.0,0.118,0.371,133.49,239123.0,1.0,0.073170731707317,0.0434782608695652,39.333333333333336,6,Jellyfish,Female
KIMSEJEONG,1lFLniFTaPjYCtQZvDXpqu,Flower Way (Prod. By ZICO),1dOD5F2hX5TBtKdQlEseR7,0.433,0.282,1.0,-9.59,1.0,0.0412,0.831,0.0,0.118,0.371,133.49,239123.0,1.0,0.0,0.0,42.5,2,Unknown,Unknown
SOYOU,3b4kLCI0ZJW47TFsNRqgCb,Rain Drop,313sBpGTnLuF7GskazEsi9,0.608,0.508,0.0,-5.128,0.0,0.0698,0.704,0.0,0.405,0.452,89.797,224347.0,4.0,0.0,0.0060240963855421,45.333333333333336,3,Unknown,Unknown
SOYOU,3b4kLCI0ZJW47TFsNRqgCb,The Night,71Ypk9EPJdVtqZXQOPvah7,0.613,0.687,7.0,-6.641,1.0,0.179,0.41,0.0,0.133,0.776,170.138,243895.0,4.0,0.3548387096774194,0.4275,50.0,1,Unknown,Unknown
SOYOU,3b4kLCI0ZJW47TFsNRqgCb,Rain,5BORybllcNNjapY2shRHy1,0.504,0.471,11.0,-5.668,0.0,0.032,0.682,0.0,0.108,0.31,72.872,226009.0,4.0,0.0,0.0,30.4,5,Unknown,Unknown
SOYOU,3b4kLCI0ZJW47TFsNRqgCb,I Miss You,3SfbB0Y3saMIQnNctxMVhj,0.482,0.344,5.0,-6.002,1.0,0.0318,0.901,0.0,0.129,0.211,133.499,169449.0,4.0,0.1739130434782608,0.2826086956521739,28.0,5,Unknown,Unknown
SOYOU,3b4kLCI0ZJW47TFsNRqgCb,Tell Me,2n5q4wJ8k3d3HN7Z2Njq9x,0.55,0.518,4.0,-3.722,1.0,0.0277,0.62,0.0,0.487,0.245,82.16,240200.0,4.0,0.0,0.0,50.0,1,Unknown,Unknown
SOYOU,3b4kLCI0ZJW47TFsNRqgCb,Lean On Me,0cd3t9ifOeJVirxWxcUNsJ,0.659,0.657,10.0,-6.266,1.0,0.0568,0.139,0.0,0.0857,0.518,87.0,219187.0,4.0,0.1538461538461538,0.1511627906976744,30.5,6,Unknown,Unknown
SOYOU,3b4kLCI0ZJW47TFsNRqgCb,Pillow (feat. KIHYUN),5rVrQBRKAGLgXkJkxYYDNp,0.556,0.83,6.0,-4.868,1.0,0.198,0.125,0.0,0.205,0.732,169.963,218519.0,4.0,0.0434782608695652,0.091254752851711,30.0,5,Unknown,Unknown
SOYOU,3b4kLCI0ZJW47TFsNRqgCb,Some (feat. Lil Boi),0g1AmSKokPboFrxmG1dxKx,0.738,0.676,11.0,-3.025,0.0,0.0507,0.446,0.0,0.253,0.961,95.04,211375.0,4.0,0.0,0.0,50.0,2,Yedang,Female
SOYOU,3b4kLCI0ZJW47TFsNRqgCb,Some (feat. Lil Boi),0g1AmSKokPboFrxmG1dxKx,0.738,0.676,11.0,-3.025,0.0,0.0507,0.446,0.0,0.253,0.961,95.04,211375.0,4.0,0.0169491525423728,0.0200803212851405,34.583333333333336,12,Unknown,Unknown
SOYOU,3b4kLCI0ZJW47TFsNRqgCb,Some (feat. Lil Boi),0g1AmSKokPboFrxmG1dxKx,0.738,0.676,11.0,-3.025,0.0,0.0507,0.446,0.0,0.253,0.961,95.04,211375.0,4.0,0.0470588235294117,0.050314465408805,37.0,3,Unknown,Unknown
SOYOU,3b4kLCI0ZJW47TFsNRqgCb,"Officially missing you,too",1HOcUR5aloWDwLAsPtWwel,0.686,0.831,7.0,-4.488,1.0,0.0481,0.12,0.0,0.0823,0.579,100.013,223713.0,4.0,0.3108108108108108,0.2802547770700637,31.90909090909091,11,Unknown,Unknown
Kim Bum Soo,20K5puLWHL28ckI4LjieDt,I Love You,0T2RSnMpCakH6OcLQOrBiz,0.461,0.392,1.0,-4.851,1.0,0.028,0.695,0.0,0.116,0.22,127.699,248513.0,4.0,0.0,0.0,42.6,5,Unknown,Unknown
Kim Bum Soo,20K5puLWHL28ckI4LjieDt,그댄 행복에 살텐데,1Zp82Ouzk8eEzxhwQDcs4o,0.326,0.528,3.0,-5.974,1.0,0.0298,0.757,0.0,0.133,0.182,118.582,310493.0,4.0,0.0,0.0,44.8,5,Unknown,Unknown
Kim Bum Soo,20K5puLWHL28ckI4LjieDt,White Winter,6Mbsl6pXt64cvyutlKvDed,0.538,0.958,1.0,-3.034,1.0,0.0415,0.0706,0.0,0.393,0.682,91.966,272248.0,4.0,0.0,0.0,35.5,2,Unknown,Unknown
Kim Bum Soo,20K5puLWHL28ckI4LjieDt,애인 있어요,3f5bz3Gzkftj206JtM3s6b,0.293,0.341,1.0,-7.609,1.0,0.0311,0.749,0.0,0.122,0.151,62.427,248198.0,4.0,0.0,0.0,38.0,1,Unknown,Unknown
Kim Bum Soo,20K5puLWHL28ckI4LjieDt,Without Saying Anything To Say - From Drama 'Deep Rooted Tree' Soundtrack Part.3,60BW5lno9vDC6RxNXk3Spp,0.383,0.393,1.0,-7.018,0.0,0.0331,0.695,0.0,0.109,0.11,135.324,274442.0,4.0,0.0,0.0,50.0,1,Unknown,Unknown
Kim Bum Soo,20K5puLWHL28ckI4LjieDt,슬픔보다 더 슬픈 이야기,2uZD01lvraqVa16B1t9nkw,0.32,0.438,5.0,-4.851,0.0,0.029,0.593,0.0,0.152,0.203,143.254,334001.0,4.0,0.0,0.0,50.0,3,Unknown,Unknown
Sung Si Kyung,7jFUYMpMUBDL4JQtMZ5ilc,Leaning on you,4TQnofBCoabVy3JNMI8PJZ,0.482,0.352,7.0,-10.067,1.0,0.0353,0.784,2.52e-06,0.0952,0.351,75.088,240960.0,4.0,0.0,0.0,21.8,5,Unknown,Unknown
Sung Si Kyung,7jFUYMpMUBDL4JQtMZ5ilc,First Winter,5eWw4OyW26hL51XFSTkTPg,0.457,0.525,7.0,-6.55,1.0,0.0352,0.695,0.0,0.103,0.194,132.017,240853.0,4.0,0.0,0.0,37.333333333333336,3,Unknown,Unknown
Sung Si Kyung,7jFUYMpMUBDL4JQtMZ5ilc,I Still,61sCtXb7Hx7nZMlZfAhpW2,0.521,0.451,0.0,-6.679,1.0,0.0311,0.807,0.0,0.0773,0.383,65.916,240089.0,4.0,0.0,0.0,40.25,4,Unknown,Unknown
Sung Si Kyung,7jFUYMpMUBDL4JQtMZ5ilc,Somewhere Someday,6dDDIKzbgh1exKHw0ZeEyk,0.445,0.633,10.0,-5.758,1.0,0.0325,0.589,0.0,0.165,0.178,93.961,271230.0,4.0,0.0,0.0,45.5,2,Unknown,Unknown
Sung Si Kyung,7jFUYMpMUBDL4JQtMZ5ilc,Farewell Once Again,5f5mBZ0u2gaXcSCfF9sg5w,0.479,0.483,11.0,-6.541,1.0,0.0294,0.317,0.0,0.112,0.255,131.931,273973.0,4.0,0.0,0.0,29.2,5,Unknown,Unknown
Huh Gak,49vOeJAPxAz6YmVZPNM7ys,Confession (Romance 101 X Huh Gak),7iW3Ygc2Boioeykec6Jcdh,0.418,0.634,0.0,-4.525,1.0,0.0334,0.733,0.0,0.119,0.157,130.123,235187.0,5.0,0.054054054054054,0.036144578313253,39.5,6,Unknown,Unknown
Huh Gak,49vOeJAPxAz6YmVZPNM7ys,Let you go (Duet. Jeong Eun Ji),3DtpO0i3wPQ6shk1ljc6CO,0.439,0.515,5.0,-4.507,0.0,0.03,0.587,0.0,0.124,0.15,135.631,245267.0,4.0,0.0,0.0074626865671641,42.5,2,Unknown,Unknown
Huh Gak,49vOeJAPxAz6YmVZPNM7ys,Empty words,3Hf9mJbB2Pif4n3VkB1Lzg,0.576,0.407,4.0,-5.818,1.0,0.0374,0.708,0.0,0.109,0.367,79.984,252145.0,4.0,0.0,0.0,37.375,8,Unknown,Unknown
Huh Gak,49vOeJAPxAz6YmVZPNM7ys,Miss you,2Mrbu3qzyL14ycb0QI1252,0.407,0.405,6.0,-5.162,1.0,0.0297,0.808,0.0,0.109,0.237,126.193,258174.0,4.0,0.1428571428571428,0.0642857142857142,50.0,2,Unknown,Unknown
Huh Gak,49vOeJAPxAz6YmVZPNM7ys,Bada 'Ocean.wav',5Dwl0EUIrRWVoLhJubgTvD,0.652,0.8,8.0,-4.485,1.0,0.0378,0.506,0.0,0.343,0.761,102.982,208690.0,4.0,0.0,0.0,37.0,3,Unknown,Unknown
Huh Gak,49vOeJAPxAz6YmVZPNM7ys,Already Winter,2vaVl9O56coY9jS5dzNHnt,0.319,0.597,0.0,-3.594,1.0,0.0348,0.664,0.0,0.138,0.137,138.657,254329.0,4.0,0.0,0.0,50.0,1,Unknown,Unknown
Huh Gak,49vOeJAPxAz6YmVZPNM7ys,Along the Days,36k3bAyYhGhAJPaYXNFtMJ,0.445,0.486,6.0,-5.476,1.0,0.0303,0.742,0.0,0.109,0.213,77.721,258885.0,3.0,0.0,0.0,50.0,2,Unknown,Unknown
Huh Gak,49vOeJAPxAz6YmVZPNM7ys,Up All Night (feat.Basick),7zpSE7vJaMw9Hb4i4banbo,0.729,0.567,2.0,-6.149,0.0,0.0417,0.627,0.0,0.138,0.375,100.027,203293.0,4.0,0.0,0.0043478260869565,47.0,2,Unknown,Unknown
Huh Gak,49vOeJAPxAz6YmVZPNM7ys,Snow Of April,0AdhtjSuzcZQIwWD0n57sZ,0.448,0.435,6.0,-5.831,1.0,0.0313,0.868,0.0,0.111,0.301,127.177,238539.0,4.0,0.0,0.0,26.0,6,Unknown,Unknown
Huh Gak,49vOeJAPxAz6YmVZPNM7ys,DAY N NIGHT (feat.SIMON Dominic),1l4bl0sM7LYTZiV5bPejft,0.674,0.796,1.0,-4.73,0.0,0.0427,0.396,1.32e-05,0.109,0.571,89.967,235590.0,4.0,0.2631578947368421,0.2162162162162162,46.0,1,Unknown,Unknown
Huh Gak,49vOeJAPxAz6YmVZPNM7ys,Break Up To Make Up,7H6h2rgc1bZo5Chkq7NmkO,0.771,0.588,6.0,-6.857,1.0,0.0373,0.557,0.0,0.351,0.452,103.99,263164.0,4.0,0.0697674418604651,0.0220994475138121,50.0,1,Unknown,Unknown
Huh Gak,49vOeJAPxAz6YmVZPNM7ys,Memory of Your Scent,686kt8prasMduxJM3R1cBw,0.654,0.448,0.0,-7.663,0.0,0.0844,0.772,0.0,0.329,0.437,77.994,208487.0,4.0,0.0,0.0,35.57142857142857,7,Unknown,Unknown
Huh Gak,49vOeJAPxAz6YmVZPNM7ys,You Are Mine (feat.Swings),6nyjc6jqMMsOBNIC1jQam4,0.683,0.742,0.0,-4.29,1.0,0.0304,0.341,0.0,0.276,0.751,89.974,223043.0,4.0,0.2297297297297297,0.335548172757475,29.33333333333333,3,Unknown,Unknown
Huh Gak,49vOeJAPxAz6YmVZPNM7ys,Short Hair,42kag4xe2dITRgGbHiD2cQ,0.719,0.649,4.0,-5.302,1.0,0.0286,0.458,0.0,0.258,0.597,104.034,220735.0,4.0,0.0,0.0,24.6,5,Unknown,Unknown
Huh Gak,49vOeJAPxAz6YmVZPNM7ys,Sick,6Y21V4nCDiaPHZMys1CKAU,0.55,0.55,0.0,-5.789,1.0,0.0315,0.686,0.0,0.111,0.328,133.927,201456.0,4.0,0.0,0.0,29.33333333333333,3,Unknown,Unknown
Huh Gak,49vOeJAPxAz6YmVZPNM7ys,I Can Only Say I Want to Die,15N8Rjh5XW3RnDoWA3EgfR,0.388,0.343,2.0,-5.779,1.0,0.0407,0.864,0.0,0.108,0.281,125.842,223269.0,4.0,0.0344827586206896,0.0446428571428571,26.0,5,Unknown,Unknown
Huh Gak,49vOeJAPxAz6YmVZPNM7ys,Hello,0SOnbGVEf5q0YqL0FO2qu0,0.397,0.561,6.0,-4.148,1.0,0.0455,0.744,0.0,0.0866,0.239,132.165,251611.0,4.0,0.0232558139534883,0.00625,28.166666666666668,6,Unknown,Unknown
Huh Gak,49vOeJAPxAz6YmVZPNM7ys,Please Don't Foget Me,2zC8HliNLNgYXmSvkgvWSO,0.464,0.481,2.0,-6.397,1.0,0.0292,0.829,0.0,0.199,0.131,139.921,232333.0,4.0,0.0,0.0,26.33333333333333,3,Unknown,Unknown
Hwang Chi Yeul,689wBe4v9rvHjdNB4JUgYq,Two Letters,1WWHM83WMlkceHY1XqnaNs,0.501,0.566,1.0,-4.275,1.0,0.0278,0.652,0.0,0.0945,0.458,129.808,213227.0,4.0,0.0,0.0,50.0,2,Unknown,Unknown
Hwang Chi Yeul,689wBe4v9rvHjdNB4JUgYq,Rewind,4BjzAnGZZvROsVjE538Sao,0.47,0.585,10.0,-3.214,1.0,0.0397,0.66,0.0,0.113,0.15,136.328,242072.0,4.0,0.0204081632653061,0.0,50.0,1,Unknown,Unknown
Hwang Chi Yeul,689wBe4v9rvHjdNB4JUgYq,A Daily Song,2eooxY46CG0Ao2przvSDTz,0.377,0.447,0.0,-6.532,1.0,0.0313,0.555,0.0,0.139,0.394,66.044,258951.0,4.0,0.0,0.0059171597633136,30.0,10,Unknown,Unknown
Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,We Are Done,1ir0Nx4N9QE7FqPONfJWEZ,0.522,0.495,7.0,-4.258,1.0,0.0294,0.796,0.0,0.349,0.446,147.888,247160.0,3.0,0.4264705882352941,0.3957219251336898,37.5,2,Unknown,Unknown
Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Can I Love Again,0RrTcBHMwSk0V1nNHh0LTY,0.36,0.652,8.0,-3.818,1.0,0.036,0.651,0.0,0.376,0.324,136.049,286253.0,4.0,0.0,0.0,50.0,2,Unknown,Unknown
Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Can you feel me,1KzJugbSeWhtNdv15E3q2u,0.734,0.825,6.0,-5.275,0.0,0.094,0.302,0.0,0.147,0.602,105.049,208376.0,4.0,0.0277777777777777,0.0299625468164794,40.0,1,Unknown,Unknown
Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Fervor,4iyW0I0gaTAsmz6KMD0tXr,0.435,0.235,3.0,-10.951,0.0,0.0368,0.925,3.61e-05,0.128,0.34,76.402,238524.0,3.0,0.0,0.0,19.0,1,Unknown,Unknown
Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,그런 여자,1KDdtUfgm2id7zKBD4DHyF,0.638,0.54,5.0,-5.703,1.0,0.0256,0.532,0.0,0.0906,0.524,102.032,207804.0,4.0,0.0,0.0,50.0,1,Unknown,Unknown
Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,Hate,4evhj6T6w3GnfR3znVtGVC,0.27,0.561,9.0,-4.373,1.0,0.0364,0.65,1.61e-06,0.12,0.399,99.859,230322.0,4.0,0.0,0.0,22.666666666666668,3,Unknown,Unknown
Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,I love you today,4a3tT6UbaMB8xjXLUsb3N6,0.494,0.693,9.0,-3.878,1.0,0.0346,0.522,0.0,0.132,0.329,78.004,245730.0,4.0,0.0,0.0,34.25,4,Unknown,Unknown
Lyn,1A6WCseWiK22oxqodg7vcy,Farewell (With george),7qnJuxSpbfgi9HL55FsYNw,0.518,0.499,7.0,-7.488,1.0,0.0446,0.855,0.0,0.097,0.225,131.805,245707.0,4.0,0.0,0.0,50.0,2,Unknown,Unknown
Lyn,1A6WCseWiK22oxqodg7vcy,Back In Time,1Cmz1xRY4t4HLSwBdKTQgV,0.298,0.413,2.0,-6.54,1.0,0.0326,0.757,9.77e-06,0.146,0.115,145.862,206400.0,4.0,0.0,0.0,19.75,4,Unknown,Unknown
Lyn,1A6WCseWiK22oxqodg7vcy,Love Story,59Jq02jMj7gInyclQePYs8,0.404,0.557,2.0,-4.76,1.0,0.0396,0.709,0.0,0.125,0.193,60.136,204506.0,4.0,0.1707317073170731,0.2061068702290076,50.0,2,Unknown,Unknown
Lyn,1A6WCseWiK22oxqodg7vcy,With You,2o2e7bYiUSJgUSFcxywNVV,0.373,0.525,0.0,-5.15,1.0,0.0363,0.834,1.94e-05,0.103,0.332,137.752,254737.0,4.0,0.25,0.3087248322147651,39.5,2,Unknown,Unknown
Lyn,1A6WCseWiK22oxqodg7vcy,Only one day,17UOnxD6LXxtb5QGXWa7Dn,0.344,0.579,10.0,-4.587,1.0,0.0369,0.589,0.0,0.0817,0.279,136.695,267947.0,3.0,0.0,0.0,50.0,1,Unknown,Unknown
Lyn,1A6WCseWiK22oxqodg7vcy,Rain Down,1izcnOawwQknMERLDsv7dq,0.396,0.282,1.0,-13.386,1.0,0.0451,0.895,0.000142,0.402,0.0929,141.616,278200.0,4.0,0.0,0.0,35.0,1,Unknown,Unknown
Lyn,1A6WCseWiK22oxqodg7vcy,CHU! POP! CHU!,3YchaGVC8QlHLiZraPMopr,0.679,0.651,0.0,-5.018,1.0,0.0301,0.344,0.0,0.599,0.439,128.048,242235.0,4.0,0.44,0.5330578512396694,50.0,1,Unknown,Unknown
Lyn,1A6WCseWiK22oxqodg7vcy,Blizzard Of Love,5d4P4nbc9RljUv1Q1Vakk9,0.463,0.714,1.0,-5.448,1.0,0.096,0.741,0.0,0.602,0.413,167.914,204408.0,4.0,0.1153846153846153,0.0991735537190082,50.0,1,Unknown,Unknown
Lyn,1A6WCseWiK22oxqodg7vcy,자기야 여보야 사랑아,12SBzsBbU8kvZmN16Fmipv,0.343,0.798,8.0,-3.551,1.0,0.171,0.334,0.0,0.0806,0.473,68.801,206420.0,4.0,0.0,0.0,31.666666666666668,3,Unknown,Unknown
Lyn,1A6WCseWiK22oxqodg7vcy,실화,3Q1xmA02JweY3XhpwalQwS,0.602,0.645,9.0,-3.915,0.0,0.0407,0.527,0.0,0.106,0.218,133.838,220409.0,4.0,0.0,0.0,41.333333333333336,3,Unknown,Unknown
Kim Tae Woo,5OFQZvle7HH55LvauNmUIi,그댄 행복에 살텐데,1Zp82Ouzk8eEzxhwQDcs4o,0.326,0.528,3.0,-5.974,1.0,0.0298,0.757,0.0,0.133,0.182,118.582,310493.0,4.0,0.0,0.0,44.8,5,Unknown,Unknown
Kim Tae Woo,5OFQZvle7HH55LvauNmUIi,Love Rain,2D7qr3pMwinXpACxiUBtNC,0.644,0.943,5.0,-3.438,0.0,0.0448,0.122,0.0,0.352,0.376,115.002,239673.0,4.0,0.2456140350877192,0.2372881355932203,50.0,1,Unknown,Unknown
K.Will,1XNC9ksvgXeD1xRJruSA5t,Back In Time (The Moon during the Day X K.will),5rGMxvUu4su0Vg3BaV9BGe,0.222,0.551,8.0,-6.919,0.0,0.0335,0.477,1.03e-05,0.177,0.168,103.029,225120.0,3.0,0.0,0.0,23.75,4,Unknown,Unknown
K.Will,1XNC9ksvgXeD1xRJruSA5t,Beautiful Moment,3SXg7A9M3pY2aWYdzQ0BMW,0.431,0.47,3.0,-6.849,1.0,0.0319,0.751,0.0,0.194,0.325,128.145,238863.0,4.0,0.125,0.123076923076923,33.27272727272727,11,Unknown,Unknown
